Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-fiji.core.ig.json	6584	-	0	0	0	0	0	0	13	229	0	0	0	0	0	0	0	0	0	0	79	124	0	0	0	4	0	2
fsh-generated/resources/Organization-PacificHospitalExample.json	614	13	0	0	1	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	7	10	0	0	1	0	0	0
fsh-generated/resources/Patient-PacificPatientExample1.json	864	10	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	0
fsh-generated/resources/Patient-PacificPatientExample2.json	876	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0
fsh-generated/resources/Patient-PacificPatientFijiITaukei.json	914	11	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0
fsh-generated/resources/Patient-PacificPatientFijiIndo.json	671	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
fsh-generated/resources/Practitioner-PacificPractitionerExample.json	767	10	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-PacificPractitionerRoleExample.json	650	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	15	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-FijiAllergyIntolerance.json	1025	6	0	44	0	0	0	0	1	695	0	0	0	0	0	0	0	2	0	0	146	1025	0	0	0	7	0	2
fsh-generated/resources/StructureDefinition-FijiCondition.json	957	6	0	38	0	0	0	0	0	23	0	0	0	0	0	0	0	1	0	0	189	282	0	0	0	7	0	2
fsh-generated/resources/StructureDefinition-FijiOrganization.json	673	5	0	29	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	86	238	0	0	0	5	1	1
fsh-generated/resources/StructureDefinition-fiji-patient.json	2424	6	0	39	0	0	1	0	0	30	0	0	1	0	0	0	0	1	0	0	141	253	0	0	0	8	0	3
fsh-generated/resources/StructureDefinition-fiji-practitioner-role.json	1722	9	0	33	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	94	136	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-fiji-practitioner.json	1032	5	0	36	0	0	0	0	0	20	0	0	0	0	0	0	0	1	0	0	109	178	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-pacific-address-island.json	1463	6	0	14	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	32	75	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-pacific-address-village.json	1467	7	0	13	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	30	64	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-pacific-clan-affiliation.json	1710	6	0	16	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	52	76	0	0	0	3	0	0
/fsh-generated/includes/menu.xml	1043	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	1084	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/LICENSE.md	1132	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/index.md	2817	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/gettingstarted.md	5804	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/logo extended.png	73262	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/logo.ico	178646	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/logo2.jpg	15742	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	8893	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	0	0	0	0	0	0
